tweet_id,timestamp,username,text,likes,retweets,comments,tweet_url
2038193606339793071,Sun Mar 29 09:56:38 +0000 2026,JogjaFotografi,"@tanyakanrl Ngopi2 aja di warung, sambil bahas titik MBG selanjutnya. Sama bahas kopdes Merah Putih mau dibawa kemanaa, wekwkwk",0,0,0,https://x.com/JogjaFotografi/status/2038193606339793071
2038173179697582230,Sun Mar 29 08:35:28 +0000 2026,inijugayeni,@semesta_han Sama satu lagi pemilik koperasi merah putih,0,0,0,https://x.com/inijugayeni/status/2038173179697582230
2038163771081080952,Sun Mar 29 07:58:04 +0000 2026,Lulabyyy17,@semesta_han wkwkwkwk se idaman itu. bntr lg ada koperasi merah putih kak. tunggu aja,0,0,0,https://x.com/Lulabyyy17/status/2038163771081080952
2038154340318449953,Sun Mar 29 07:20:36 +0000 2026,MiskinTV_,"Kalian yang nyinyir soal Gibran, pasti cuma iri ama beliau.
.
.
.
.
Aku cinta Gibran
MBG bagus
Indonesia Emas 2045
AI untuk Indonesia
Koperasi Desa Merah Putih keren",0,0,0,https://x.com/MiskinTV_/status/2038154340318449953
2038138708030058946,Sun Mar 29 06:18:29 +0000 2026,OmJ_J3Nggott,"Asli konyol 
Tampak jelas kalo tidak ada nya Koordinasi Mereka dengan Masyarakat setempat 

Seenak udelnya saja
Bangun Koperasi Desa Merah Putih Kok malah di Fasilitas Umum Alias dilapangan yang biasa dimanfaatkan Warga untuk Olahraga... https://t.co/8lrYpHQzE7",798,404,75,https://x.com/OmJ_J3Nggott/status/2038138708030058946
2038137912525771105,Sun Mar 29 06:15:19 +0000 2026,kodimgrobogan,"Babinsa Koramil 17/Kradenan Monitor RAT Kopdes Merah Putih Banjardowo

 https://t.co/MEx9DTRWK5",0,0,0,https://x.com/kodimgrobogan/status/2038137912525771105
2038134186381611416,Sun Mar 29 06:00:31 +0000 2026,Beritasatu,"Presiden menegaskan bahwa ketahanan nasional kini menjadi prioritas utama di tengah ancaman geopolitik global dan kekhawatiran perang dunia, dengan fokus pada penguatan ketahanan pangan, energi, serta hilirisasi industri untuk menjaga stabilitas ekonomi dan sosial budaya melalui optimalisasi potensi lokal dan peran strategis Koperasi Merah Putih. Bagaimana strategi dari Wali Kota Mojokerto Ika Puspitasari mewujudkan program ketahanan nasional?

Simak selengkapnya di Relasi hanya di YouTube BeritaSatu!

#IkaPuspitasari #Mojokerto #Relasi #SaatnyaMajuBersama #BeritaSatu",0,0,0,https://x.com/Beritasatu/status/2038134186381611416
2038132382516359380,Sun Mar 29 05:53:21 +0000 2026,CempeKodew,"@burhan_infinity Mending Koperasi Merah Putih..,

Pake APBN",0,0,0,https://x.com/CempeKodew/status/2038132382516359380
2037850128225374306,Sat Mar 28 11:11:46 +0000 2026,neVerAl0nely___,"Jumat, 27 Maret 2026 — Warga Desa Sukobubuk, Kecamatan Margorejo, Kabupaten Pati menolak pembangunan Koperasi Desa Merah Putih (KDMP) yang direncanakan menggunakan lahan lapangan desa.

Penolakan ditunjukkan melalui aksi mengurug lubang cakar ayam yang direncanakan sebagai pondasi gedung.

Aspirasi masyarakat perlu didengar—pembangunan seharusnya berjalan dengan persetujuan bersama, bukan sepihak.",0,0,0,https://x.com/neVerAl0nely___/status/2037850128225374306
2037850090447274403,Sat Mar 28 11:11:37 +0000 2026,The_RedsIndo,"315 Triliun untuk MBG
34.57 Triliun untuk Kopdes Merah Putih

Total 349,57 Triliun dalam setahun untuk memenuhi ego ambisius program tanpa arah ini. https://t.co/g3szZ9bCgb",6624,3573,358,https://x.com/The_RedsIndo/status/2037850090447274403
2037835982695976995,Sat Mar 28 10:15:34 +0000 2026,DayangIndah4,"@AsepKurnia2810 Maka itu semua merasa paling hebat. Prabowo silakan mbg, tapi dana lain jangan potong. PPPK jangan rumahkan. Terus koperasi merah putih silakan bikin tapi indomaret dan alfamart jangan tutup. Itu sama kalian ingin PHK rakyat. Kalau miskin akui jangan sok2an berduitlah.",0,0,0,https://x.com/DayangIndah4/status/2037835982695976995
2037828456210383258,Sat Mar 28 09:45:39 +0000 2026,AhmadSumitro,@indepenSumatera Menghitung kerugian setiap hari koperasi merah putih,0,0,0,https://x.com/AhmadSumitro/status/2037828456210383258
2037817139420446778,Sat Mar 28 09:00:41 +0000 2026,Naandaa27,"Tolak KDMP, warga desa Sukobubuk, Kec. Margorejo, Pati ramai2 datang ke lapangan desa utk mengurug lubang cakar ayam yg awalnya akan dipakai untuk bangunan Koperasi Desa Merah Putih. 

Warga Pati pancen keren 👍

🎥 IG ekokuswanto_mbahto

-----
Kuliah Furab Jambu Ria SW https://t.co/DQyowNtdw7",277,112,27,https://x.com/Naandaa27/status/2037817139420446778
2037812968021459212,Sat Mar 28 08:44:06 +0000 2026,evil_backwards,"@noopiieeeeee Percayalah, om saya yg kades aja bingung guna koperasi merah putih ini apa wkwk 😅 mana banyak banget lagi dramanya. Soalnya di daerah beliau sendiri tuh toko kelontong banyak, mini market lokal (non alfa/indo) pun ada, indomaret ada 3, alfa ada 1 (dulu 2 )",16,0,10,https://x.com/evil_backwards/status/2037812968021459212
2037804026839101805,Sat Mar 28 08:08:35 +0000 2026,_happiestpia,yang hatinya kosong waspada guys ntar muncul koperasi merah putih,0,0,0,https://x.com/_happiestpia/status/2037804026839101805
2037793802061226067,Sat Mar 28 07:27:57 +0000 2026,boxbonzaii,@NenkMonica dan di balik kopdes merah putih ada loreng yg kurang kerjaan,0,0,0,https://x.com/boxbonzaii/status/2037793802061226067
2037787980807733250,Sat Mar 28 07:04:49 +0000 2026,Kodim1410,"Babinsa Desa Parang Loe, Serda Muh. Asdar anggota Koramil 1410-02/Eremerasa menghadiri kegiatan Rapat Anggota Tahunan (RAT) Tutup Buku Tahun 2025 Koperasi Desa Merah Putih yang dilaksanakan di Aula Kantor Desa Parang Loe, Kec. Eremerasa, Kabupaten Bantaeng, Sabtu (28/03/2026). https://t.co/GYoyt1PBge",0,0,0,https://x.com/Kodim1410/status/2037787980807733250
2037784080432218372,Sat Mar 28 06:49:19 +0000 2026,listyantidewi,@Makaryo0 Mending ke warung madura ya daripada ke kopdes merah putih,0,0,0,https://x.com/listyantidewi/status/2037784080432218372
2037783640768450896,Sat Mar 28 06:47:34 +0000 2026,Bintu__Baba,"Wadduuhhh… 😳😱😱
KDMP ditolak warga! 

Jumat, 27 Maret 2026, 
Warga Desa Sukobubuk, Kecamatan Margorejo, Kabupaten Pati menolak pembangunan Koperasi Desa Merah Putih (KDMP) yang direncanakan menggunakan lahan lapangan desa. 

Penolakan ditunjukkan melalui aksi mengurug lubang cakar ayam yang direncanakan sebagai pondasi gedung. Aspirasi masyarakat perlu didengar—pembangunan seharusnya berjalan dengan persetujuan bersama, bukan sepihak. 

Sc: hitamputih. daily",0,0,0,https://x.com/Bintu__Baba/status/2037783640768450896
2037759607699820761,Sat Mar 28 05:12:04 +0000 2026,NenkMonica,"SENGKETA LAHAN KOPERASI MERAH PUTIH KABUPATEN BUTON TENGAH.
Ketegangan terjadi di Desa Polindu, Kecamatan Mawasangka, Kabupaten Buton Tengah, Kamis (26/3/2026). Seorang pemilik lahan bernama Diman Safaat melakukan protes terhadap pembangunan Koperasi Desa (Kopdes) Merah Putih yang diduga berdiri di atas lahannya. Meski mengantongi Sertifikat Hak Milik (SHM), aktivitas pembangunan disebut tetap berjalan dan memicu konflik di lokasi.
~sumber:https://t.co/an6UXcmkp9~",0,0,0,https://x.com/NenkMonica/status/2037759607699820761
2037750822449414405,Sat Mar 28 04:37:10 +0000 2026,siengkong27,"Benar, tingkat kepuasannya para koruptor kepada @jokowi dan @prabowo sangat tinggi. Karena saat dua orang itu berkuasa, diberi jalan legal untuk ""merampok"" duit negara dgn proyek Kartu Prakerja, MBG dan Koperasi merah putih. Atau danantara itu juga sarana Bancakan duit negara?",0,0,0,https://x.com/siengkong27/status/2037750822449414405
